date,day_of_week,month,year,temperature,humidity,is_holiday,virus_outbreak,previous_patients,patient_count,patient_count_tomorrow
2023-03-10,4,3,2023,30.7,48.2,0,0,215,236,228
2023-03-11,5,3,2023,37.0,67.1,0,0,162,228,298
2023-03-12,6,3,2023,25.6,38.5,0,1,242,298,207
2023-03-13,0,3,2023,38.0,69.8,0,0,164,207,207
2023-03-14,1,3,2023,14.0,62.8,0,1,180,207,162
2023-03-15,2,3,2023,11.4,58.0,0,0,159,162,216
2023-03-16,3,3,2023,24.6,41.1,0,0,186,216,207
2023-03-17,4,3,2023,28.1,72.7,0,0,127,207,227
2023-03-18,5,3,2023,24.7,57.0,0,0,163,227,212
2023-03-19,6,3,2023,8.5,47.5,0,0,147,212,193
2023-03-20,0,3,2023,24.3,21.9,1,0,184,193,227
2023-03-21,1,3,2023,14.6,64.6,0,0,209,227,222
2023-03-22,2,3,2023,30.4,91.6,0,0,199,222,181
2023-03-23,3,3,2023,27.9,89.9,0,0,108,181,260
2023-03-24,4,3,2023,17.5,58.1,0,1,241,260,229
2023-03-25,5,3,2023,20.9,56.0,0,0,188,229,249
2023-03-26,6,3,2023,16.5,72.0,0,0,156,249,189
2023-03-27,0,3,2023,24.5,50.0,0,0,184,189,204
2023-03-28,1,3,2023,32.6,69.5,0,0,185,204,187
2023-03-29,2,3,2023,17.1,76.5,0,0,159,187,235
2023-03-30,3,3,2023,29.0,83.4,0,0,185,235,242
2023-03-31,4,3,2023,20.8,63.5,0,0,161,242,231
2023-04-01,5,4,2023,18.7,61.9,0,0,167,231,233
2023-04-02,6,4,2023,24.1,51.8,0,0,159,233,171
2023-04-03,0,4,2023,16.7,52.6,0,0,137,171,164
2023-04-04,1,4,2023,20.6,61.6,0,0,184,164,221
2023-04-05,2,4,2023,15.4,70.5,0,0,197,221,232
2023-04-06,3,4,2023,40.7,78.7,0,0,195,232,240
2023-04-07,4,4,2023,25.3,53.0,0,0,204,240,222
2023-04-08,5,4,2023,19.4,87.4,0,0,189,222,254
2023-04-09,6,4,2023,26.7,60.9,0,1,164,254,195
2023-04-10,0,4,2023,24.1,64.7,0,0,205,195,198
2023-04-11,1,4,2023,23.2,53.8,0,0,139,198,194
2023-04-12,2,4,2023,29.9,28.6,0,0,152,194,239
2023-04-13,3,4,2023,31.1,78.3,0,0,151,239,241
2023-04-14,4,4,2023,20.8,76.1,0,0,212,241,222
2023-04-15,5,4,2023,20.4,60.8,0,0,208,222,243
2023-04-16,6,4,2023,22.8,66.0,0,0,194,243,186
2023-04-17,0,4,2023,6.6,72.7,0,0,212,186,150
2023-04-18,1,4,2023,12.9,41.6,0,0,153,150,242
2023-04-19,2,4,2023,35.9,57.1,0,0,190,242,232
2023-04-20,3,4,2023,38.2,76.9,0,0,176,232,241
2023-04-21,4,4,2023,23.0,46.2,0,0,205,241,235
2023-04-22,5,4,2023,29.6,69.4,0,0,176,235,216
2023-04-23,6,4,2023,27.5,44.7,0,0,168,216,204
2023-04-24,0,4,2023,49.6,72.0,0,0,196,204,228
2023-04-25,1,4,2023,34.0,64.5,0,0,206,228,184
2023-04-26,2,4,2023,24.0,40.8,0,0,159,184,173
2023-04-27,3,4,2023,17.4,82.5,0,0,178,173,201
2023-04-28,4,4,2023,12.1,54.0,0,0,148,201,201
2023-04-29,5,4,2023,26.6,52.8,0,0,105,201,241
2023-04-30,6,4,2023,18.9,68.0,0,0,186,241,207
2023-05-01,0,5,2023,13.6,82.2,0,0,198,207,212
2023-05-02,1,5,2023,19.8,49.8,0,0,187,212,186
2023-05-03,2,5,2023,16.3,65.9,0,0,121,186,238
2023-05-04,3,5,2023,38.5,71.4,0,0,169,238,180
2023-05-05,4,5,2023,32.1,75.4,0,0,113,180,258
2023-05-06,5,5,2023,24.9,67.6,0,0,221,258,244
2023-05-07,6,5,2023,36.8,59.5,0,0,147,244,191
2023-05-08,0,5,2023,25.6,52.6,0,0,217,191,187
2023-05-09,1,5,2023,18.1,66.3,0,0,208,187,219
2023-05-10,2,5,2023,37.2,48.9,0,1,152,219,197
2023-05-11,3,5,2023,29.3,21.2,0,0,146,197,262
2023-05-12,4,5,2023,16.7,71.5,0,1,190,262,214
2023-05-13,5,5,2023,23.5,78.6,0,0,154,214,227
2023-05-14,6,5,2023,18.0,29.6,0,0,183,227,174
2023-05-15,0,5,2023,13.9,49.9,0,0,165,174,201
2023-05-16,1,5,2023,32.4,74.3,1,0,126,201,191
2023-05-17,2,5,2023,40.3,95.9,0,0,113,191,212
2023-05-18,3,5,2023,13.8,65.3,0,0,186,212,220
2023-05-19,4,5,2023,29.5,54.1,0,0,163,220,269
2023-05-20,5,5,2023,19.8,62.3,0,1,163,269,237
2023-05-21,6,5,2023,21.1,85.6,0,0,200,237,225
2023-05-22,0,5,2023,20.3,55.3,0,0,215,225,198
2023-05-23,1,5,2023,18.1,53.0,1,0,171,198,204
2023-05-24,2,5,2023,25.4,57.8,0,0,169,204,258
2023-05-25,3,5,2023,18.4,50.7,0,0,195,258,195
2023-05-26,4,5,2023,27.2,66.8,0,0,139,195,231
2023-05-27,5,5,2023,24.6,89.4,0,0,186,231,229
2023-05-28,6,5,2023,23.1,69.8,0,0,196,229,213
2023-05-29,0,5,2023,17.7,61.2,0,0,200,213,227
2023-05-30,1,5,2023,20.4,60.6,0,1,121,227,229
2023-05-31,2,5,2023,31.0,41.6,0,0,157,229,230
2023-06-01,3,6,2023,29.0,78.2,0,0,153,230,222
2023-06-02,4,6,2023,17.2,63.8,0,0,182,222,237
2023-06-03,5,6,2023,25.8,62.3,0,0,194,237,240
2023-06-04,6,6,2023,31.0,112.9,0,0,224,240,214
2023-06-05,0,6,2023,11.6,69.5,0,0,165,214,207
2023-06-06,1,6,2023,29.3,53.7,0,0,165,207,216
2023-06-07,2,6,2023,19.7,58.6,0,0,214,216,246
2023-06-08,3,6,2023,29.6,82.2,0,0,188,246,226
2023-06-09,4,6,2023,18.9,66.7,0,0,218,226,238
2023-06-10,5,6,2023,10.6,43.4,0,0,188,238,221
2023-06-11,6,6,2023,12.0,78.8,0,0,145,221,190
2023-06-12,0,6,2023,25.4,55.0,0,0,140,190,185
2023-06-13,1,6,2023,27.1,93.1,0,0,133,185,195
2023-06-14,2,6,2023,17.8,81.2,0,0,199,195,238
2023-06-15,3,6,2023,30.1,58.3,0,0,215,238,284
2023-06-16,4,6,2023,11.7,84.2,0,1,235,284,245
2023-06-17,5,6,2023,24.5,66.0,0,0,205,245,265
2023-06-18,6,6,2023,15.3,77.8,0,0,214,265,171
2023-06-19,0,6,2023,19.8,72.3,0,0,162,171,190
2023-06-20,1,6,2023,25.4,52.3,0,0,145,190,209
2023-06-21,2,6,2023,18.1,55.3,0,0,205,209,235
2023-06-22,3,6,2023,21.9,80.4,0,0,192,235,234
2023-06-23,4,6,2023,33.1,60.0,0,0,183,234,249
2023-06-24,5,6,2023,20.4,58.9,0,0,191,249,268
2023-06-25,6,6,2023,31.7,50.7,0,0,189,268,217
2023-06-26,0,6,2023,16.0,71.4,0,0,218,217,226
2023-06-27,1,6,2023,29.2,95.9,0,0,218,226,209
2023-06-28,2,6,2023,36.5,49.0,0,0,196,209,220
2023-06-29,3,6,2023,5.2,65.4,0,0,205,220,223
2023-06-30,4,6,2023,18.6,86.2,0,0,195,223,230
2023-07-01,5,7,2023,29.6,63.8,0,0,166,230,249
2023-07-02,6,7,2023,23.4,71.8,0,0,202,249,193
2023-07-03,0,7,2023,28.0,49.1,0,1,138,193,187
2023-07-04,1,7,2023,20.2,71.4,0,0,211,187,190
2023-07-05,2,7,2023,25.7,62.2,0,0,144,190,228
2023-07-06,3,7,2023,23.8,79.8,0,0,188,228,204
2023-07-07,4,7,2023,34.3,82.8,0,0,154,204,246
2023-07-08,5,7,2023,27.0,103.8,0,0,196,246,275
2023-07-09,6,7,2023,27.7,73.7,0,0,178,275,218
2023-07-10,0,7,2023,21.7,69.9,0,1,132,218,234
2023-07-11,1,7,2023,21.1,67.9,0,0,192,234,211
2023-07-12,2,7,2023,21.5,59.7,0,0,162,211,252
2023-07-13,3,7,2023,28.2,70.1,0,0,206,252,217
2023-07-14,4,7,2023,21.6,60.6,0,0,180,217,234
2023-07-15,5,7,2023,27.3,67.5,0,0,191,234,202
2023-07-16,6,7,2023,41.6,84.8,0,0,151,202,212
2023-07-17,0,7,2023,32.0,49.9,0,0,162,212,222
2023-07-18,1,7,2023,22.4,82.1,0,0,166,222,221
2023-07-19,2,7,2023,34.6,84.8,0,0,205,221,237
2023-07-20,3,7,2023,21.7,63.2,0,0,230,237,201
2023-07-21,4,7,2023,8.7,33.2,0,0,155,201,253
2023-07-22,5,7,2023,16.9,55.9,0,0,212,253,229
2023-07-23,6,7,2023,10.0,84.5,0,0,114,229,156
2023-07-24,0,7,2023,22.2,64.7,0,0,144,156,201
2023-07-25,1,7,2023,25.1,50.0,1,0,151,201,200
2023-07-26,2,7,2023,38.4,57.4,0,0,139,200,231
2023-07-27,3,7,2023,27.6,77.6,0,1,132,231,241
2023-07-28,4,7,2023,23.2,73.2,0,0,192,241,236
2023-07-29,5,7,2023,31.6,61.4,0,0,173,236,240
2023-07-30,6,7,2023,7.3,59.5,0,0,191,240,204
2023-07-31,0,7,2023,26.9,59.1,0,0,200,204,229
2023-08-01,1,8,2023,31.2,51.2,0,0,187,229,224
2023-08-02,2,8,2023,13.2,89.2,0,0,199,224,231
2023-08-03,3,8,2023,34.2,60.2,0,0,177,231,200
2023-08-04,4,8,2023,27.7,83.3,0,0,144,200,270
2023-08-05,5,8,2023,21.7,87.8,0,1,211,270,257
2023-08-06,6,8,2023,30.1,80.0,0,0,162,257,198
2023-08-07,0,8,2023,43.2,58.5,0,0,151,198,216
2023-08-08,1,8,2023,26.5,71.1,0,0,174,216,233
2023-08-09,2,8,2023,27.0,64.6,0,0,152,233,233
2023-08-10,3,8,2023,21.3,51.4,0,0,167,233,234
2023-08-11,4,8,2023,18.2,69.9,0,0,190,234,240
2023-08-12,5,8,2023,31.6,47.3,0,0,190,240,195
2023-08-13,6,8,2023,18.2,82.8,0,0,153,195,192
2023-08-14,0,8,2023,25.6,58.0,0,0,165,192,214
2023-08-15,1,8,2023,21.2,68.0,0,0,212,214,230
2023-08-16,2,8,2023,28.8,69.2,0,0,194,230,248
2023-08-17,3,8,2023,27.7,61.1,0,0,242,248,246
2023-08-18,4,8,2023,33.3,73.8,0,0,215,246,225
2023-08-19,5,8,2023,20.9,57.9,0,0,214,225,216
2023-08-20,6,8,2023,22.8,78.1,0,0,138,216,212
2023-08-21,0,8,2023,17.2,44.8,0,0,202,212,231
2023-08-22,1,8,2023,21.4,66.9,0,0,178,231,209
2023-08-23,2,8,2023,28.0,94.1,0,0,163,209,234
2023-08-24,3,8,2023,31.1,50.0,0,0,185,234,254
2023-08-25,4,8,2023,17.6,54.8,1,0,208,254,237
2023-08-26,5,8,2023,32.0,72.7,0,0,195,237,248
2023-08-27,6,8,2023,35.8,67.7,0,0,153,248,199
2023-08-28,0,8,2023,28.3,70.3,0,0,202,199,221
2023-08-29,1,8,2023,40.0,72.3,0,0,160,221,218
2023-08-30,2,8,2023,18.8,74.5,0,0,186,218,220
2023-08-31,3,8,2023,15.0,81.6,0,0,170,220,213
2023-09-01,4,9,2023,10.8,71.1,1,0,173,213,268
2023-09-02,5,9,2023,37.0,61.4,0,0,202,268,271
2023-09-03,6,9,2023,30.2,75.1,0,0,148,271,210
2023-09-04,0,9,2023,24.6,93.5,0,0,238,210,184
2023-09-05,1,9,2023,27.2,63.0,0,0,125,184,210
2023-09-06,2,9,2023,16.0,50.4,1,0,162,210,252
2023-09-07,3,9,2023,44.6,81.6,0,0,191,252,233
2023-09-08,4,9,2023,26.0,63.2,0,0,197,233,199
2023-09-09,5,9,2023,25.9,32.4,0,0,176,199,273
2023-09-10,6,9,2023,30.8,77.7,0,0,178,273,220
2023-09-11,0,9,2023,28.8,57.0,0,0,192,220,207
2023-09-12,1,9,2023,26.8,63.6,0,1,173,207,222
2023-09-13,2,9,2023,18.7,70.0,0,0,221,222,261
2023-09-14,3,9,2023,28.8,67.9,0,0,205,261,274
2023-09-15,4,9,2023,40.1,75.6,0,0,206,274,250
2023-09-16,5,9,2023,35.8,58.5,0,0,151,250,253
2023-09-17,6,9,2023,37.7,72.7,0,0,177,253,198
2023-09-18,0,9,2023,20.9,61.1,0,0,170,198,192
2023-09-19,1,9,2023,17.1,76.1,0,0,149,192,264
2023-09-20,2,9,2023,24.0,74.2,0,1,190,264,207
2023-09-21,3,9,2023,25.4,51.0,0,0,163,207,234
2023-09-22,4,9,2023,33.8,81.3,0,0,199,234,263
2023-09-23,5,9,2023,11.5,57.0,0,1,147,263,276
2023-09-24,6,9,2023,37.2,77.1,0,0,231,276,236
2023-09-25,0,9,2023,23.7,70.5,0,1,153,236,201
2023-09-26,1,9,2023,21.6,92.6,0,0,186,201,223
2023-09-27,2,9,2023,16.9,61.6,0,0,203,223,199
2023-09-28,3,9,2023,11.8,59.8,0,0,162,199,248
2023-09-29,4,9,2023,31.6,64.7,0,0,205,248,230
2023-09-30,5,9,2023,25.6,60.5,1,1,143,230,257
2023-10-01,6,10,2023,14.7,77.0,0,0,223,257,177
2023-10-02,0,10,2023,14.6,40.8,0,0,180,177,214
2023-10-03,1,10,2023,22.3,49.2,0,0,162,214,234
2023-10-04,2,10,2023,38.4,49.0,0,0,171,234,211
2023-10-05,3,10,2023,22.9,79.3,0,0,204,211,243
2023-10-06,4,10,2023,13.0,90.7,0,0,162,243,271
2023-10-07,5,10,2023,23.0,63.4,0,0,157,271,249
2023-10-08,6,10,2023,22.8,62.5,0,0,173,249,169
2023-10-09,0,10,2023,3.4,66.1,0,0,144,169,276
2023-10-10,1,10,2023,24.6,82.4,0,0,234,276,192
2023-10-11,2,10,2023,23.2,51.1,0,0,163,192,241
2023-10-12,3,10,2023,30.6,68.6,1,0,204,241,249
2023-10-13,4,10,2023,39.8,79.6,1,0,186,249,257
2023-10-14,5,10,2023,34.0,72.5,0,0,150,257,256
2023-10-15,6,10,2023,22.8,67.8,0,0,179,256,202
2023-10-16,0,10,2023,16.1,80.0,0,0,203,202,206
2023-10-17,1,10,2023,45.6,24.5,0,0,174,206,229
2023-10-18,2,10,2023,25.5,75.2,0,0,215,229,225
2023-10-19,3,10,2023,25.1,55.2,0,0,210,225,248
2023-10-20,4,10,2023,24.8,37.5,0,0,207,248,231
2023-10-21,5,10,2023,26.6,72.7,0,0,166,231,216
2023-10-22,6,10,2023,23.8,85.6,0,0,147,216,238
2023-10-23,0,10,2023,20.4,62.9,1,1,161,238,205
2023-10-24,1,10,2023,20.6,79.3,0,0,185,205,207
2023-10-25,2,10,2023,24.7,89.2,0,0,196,207,222
2023-10-26,3,10,2023,20.7,84.7,0,1,114,222,234
2023-10-27,4,10,2023,19.3,89.6,0,0,179,234,220
2023-10-28,5,10,2023,25.9,76.1,0,0,184,220,253
2023-10-29,6,10,2023,23.0,66.1,0,0,171,253,210
2023-10-30,0,10,2023,37.0,41.0,0,0,218,210,257
2023-10-31,1,10,2023,3.8,61.3,0,1,192,257,275
2023-11-01,2,11,2023,33.7,52.4,0,1,219,275,251
2023-11-02,3,11,2023,35.0,97.6,0,1,173,251,230
2023-11-03,4,11,2023,8.4,62.4,0,0,208,230,288
2023-11-04,5,11,2023,22.3,66.8,0,1,229,288,277
2023-11-05,6,11,2023,22.0,73.3,0,0,219,277,187
2023-11-06,0,11,2023,13.7,65.7,0,0,147,187,230
2023-11-07,1,11,2023,18.8,90.4,0,1,172,230,214
2023-11-08,2,11,2023,16.1,55.7,0,0,169,214,234
2023-11-09,3,11,2023,39.0,67.9,0,0,194,234,245
2023-11-10,4,11,2023,32.5,53.9,0,0,200,245,235
2023-11-11,5,11,2023,35.2,45.2,0,1,154,235,272
2023-11-12,6,11,2023,30.8,55.8,0,0,182,272,182
2023-11-13,0,11,2023,16.0,64.4,0,0,119,182,218
2023-11-14,1,11,2023,20.8,58.6,1,0,223,218,271
2023-11-15,2,11,2023,28.9,54.6,0,1,164,271,252
2023-11-16,3,11,2023,15.2,43.9,0,1,181,252,222
2023-11-17,4,11,2023,30.7,63.8,0,0,170,222,272
2023-11-18,5,11,2023,23.1,42.4,0,0,214,272,224
2023-11-19,6,11,2023,22.0,76.4,0,0,94,224,240
2023-11-20,0,11,2023,30.7,66.2,0,1,179,240,208
2023-11-21,1,11,2023,28.6,43.1,0,0,176,208,247
2023-11-22,2,11,2023,22.1,60.4,0,1,166,247,251
2023-11-23,3,11,2023,34.3,53.7,0,0,231,251,256
2023-11-24,4,11,2023,16.4,69.8,0,1,153,256,254
2023-11-25,5,11,2023,29.9,85.1,0,1,203,254,254
2023-11-26,6,11,2023,29.7,36.9,0,0,190,254,271
2023-11-27,0,11,2023,22.5,66.7,0,1,217,271,196
2023-11-28,1,11,2023,27.6,62.6,0,0,159,196,199
2023-11-29,2,11,2023,15.0,75.1,0,0,158,199,240
2023-11-30,3,11,2023,32.4,68.2,0,0,212,240,251
2023-12-01,4,12,2023,23.5,53.7,0,1,192,251,194
2023-12-02,5,12,2023,20.8,60.2,0,0,133,194,250
2023-12-03,6,12,2023,33.4,53.1,0,0,163,250,212
2023-12-04,0,12,2023,19.4,81.1,0,0,191,212,220
2023-12-05,1,12,2023,13.7,65.3,0,0,205,220,207
2023-12-06,2,12,2023,12.5,93.5,0,0,159,207,200
2023-12-07,3,12,2023,29.8,64.1,0,0,92,200,281
2023-12-08,4,12,2023,14.8,54.4,0,1,195,281,238
2023-12-09,5,12,2023,39.0,42.3,0,0,143,238,215
2023-12-10,6,12,2023,8.3,38.0,1,0,119,215,177
2023-12-11,0,12,2023,38.6,41.2,0,0,95,177,235
2023-12-12,1,12,2023,26.7,69.0,0,0,204,235,271
2023-12-13,2,12,2023,24.2,72.6,0,1,183,271,243
2023-12-14,3,12,2023,20.6,41.3,1,1,173,243,260
2023-12-15,4,12,2023,28.2,78.4,0,0,221,260,286
2023-12-16,5,12,2023,24.7,57.8,0,1,199,286,290
2023-12-17,6,12,2023,33.8,67.2,0,1,228,290,217
2023-12-18,0,12,2023,25.9,89.2,0,1,138,217,194
2023-12-19,1,12,2023,26.2,78.5,0,0,178,194,202
2023-12-20,2,12,2023,22.1,61.0,1,1,131,202,235
2023-12-21,3,12,2023,24.5,51.6,0,0,173,235,232
2023-12-22,4,12,2023,27.5,32.7,0,0,172,232,252
2023-12-23,5,12,2023,11.3,54.2,1,0,198,252,251
2023-12-24,6,12,2023,14.2,61.8,0,0,181,251,204
2023-12-25,0,12,2023,30.9,50.2,0,0,198,204,224
2023-12-26,1,12,2023,26.4,63.0,0,0,201,224,231
2023-12-27,2,12,2023,23.5,66.2,0,0,244,231,274
2023-12-28,3,12,2023,25.1,61.6,0,1,170,274,235
2023-12-29,4,12,2023,27.8,55.2,0,1,151,235,246
2023-12-30,5,12,2023,20.7,67.5,0,0,187,246,253
2023-12-31,6,12,2023,18.8,71.6,0,1,155,253,238
2024-01-01,0,1,2024,26.6,48.6,0,1,224,238,207
2024-01-02,1,1,2024,17.2,86.2,0,1,171,207,189
2024-01-03,2,1,2024,28.3,63.5,1,0,163,189,210
2024-01-04,3,1,2024,11.4,65.3,0,0,165,210,256
2024-01-05,4,1,2024,33.2,75.6,1,1,201,256,234
2024-01-06,5,1,2024,28.8,68.5,0,0,175,234,213
2024-01-07,6,1,2024,27.0,79.3,0,0,160,213,189
2024-01-08,0,1,2024,32.9,69.3,0,0,229,189,192
2024-01-09,1,1,2024,38.3,55.8,0,0,154,192,202
2024-01-10,2,1,2024,33.1,70.4,0,0,181,202,220
2024-01-11,3,1,2024,10.3,47.8,0,0,199,220,192
2024-01-12,4,1,2024,14.8,66.6,0,0,131,192,257
2024-01-13,5,1,2024,20.0,64.5,0,1,194,257,222
2024-01-14,6,1,2024,25.2,61.9,0,1,148,222,226
2024-01-15,0,1,2024,29.1,63.1,0,0,204,226,202
2024-01-16,1,1,2024,19.2,36.8,0,1,151,202,222
2024-01-17,2,1,2024,26.5,56.8,0,0,200,222,208
2024-01-18,3,1,2024,19.0,66.4,0,0,213,208,256
2024-01-19,4,1,2024,20.1,67.4,0,1,205,256,229
2024-01-20,5,1,2024,13.7,49.6,0,1,187,229,259
2024-01-21,6,1,2024,17.6,84.0,0,1,173,259,168
2024-01-22,0,1,2024,14.2,52.0,0,0,162,168,233
2024-01-23,1,1,2024,17.2,79.5,0,1,224,233,208
2024-01-24,2,1,2024,33.4,71.4,0,0,159,208,200
2024-01-25,3,1,2024,17.4,55.3,0,1,148,200,251
2024-01-26,4,1,2024,46.1,91.6,0,1,199,251,225
2024-01-27,5,1,2024,28.9,47.1,0,0,156,225,255
2024-01-28,6,1,2024,26.5,78.8,0,0,151,255,188
2024-01-29,0,1,2024,18.1,80.0,0,1,136,188,200
2024-01-30,1,1,2024,30.6,54.9,0,0,165,200,197
2024-01-31,2,1,2024,20.4,85.9,0,0,177,197,270
2024-02-01,3,2,2024,26.0,61.2,0,1,187,270,215
2024-02-02,4,2,2024,45.5,69.3,0,0,208,215,260
2024-02-03,5,2,2024,24.2,68.9,0,1,195,260,214
2024-02-04,6,2,2024,34.2,63.0,0,0,174,214,145
2024-02-05,0,2,2024,19.4,77.2,0,0,174,145,231
2024-02-06,1,2,2024,24.7,76.9,0,1,195,231,228
2024-02-07,2,2,2024,39.2,38.8,0,0,218,228,207
2024-02-08,3,2,2024,20.0,84.6,0,0,183,207,245
2024-02-09,4,2,2024,39.5,40.1,0,1,165,245,265
2024-02-10,5,2,2024,30.7,80.5,0,0,150,265,213
2024-02-11,6,2,2024,20.5,81.9,0,0,136,213,206
2024-02-12,0,2,2024,30.1,48.6,0,0,199,206,222
2024-02-13,1,2,2024,32.8,58.8,0,1,197,222,243
2024-02-14,2,2,2024,30.0,48.4,0,1,197,243,226
2024-02-15,3,2,2024,12.4,61.8,0,1,176,226,228
2024-02-16,4,2,2024,19.2,60.4,0,0,222,228,273
2024-02-17,5,2,2024,23.0,76.7,0,1,165,273,265
2024-02-18,6,2,2024,24.4,84.7,0,0,208,265,192
2024-02-19,0,2,2024,30.0,85.9,1,0,178,192,155
2024-02-20,1,2,2024,26.4,56.6,0,0,161,155,225
2024-02-21,2,2,2024,14.3,61.9,0,1,197,225,284
2024-02-22,3,2,2024,28.0,39.7,0,1,192,284,223
2024-02-23,4,2,2024,29.9,52.9,0,0,190,223,248
2024-02-24,5,2,2024,29.5,79.5,0,0,182,248,286
2024-02-25,6,2,2024,33.6,89.2,0,1,178,286,223
2024-02-26,0,2,2024,31.7,46.5,0,0,251,223,224
2024-02-27,1,2,2024,28.7,56.1,0,1,215,224,176
2024-02-28,2,2,2024,24.4,64.6,0,0,201,176,217
2024-02-29,3,2,2024,11.7,69.2,0,0,183,217,224
2024-03-01,4,3,2024,28.4,52.9,0,0,210,224,240
2024-03-02,5,3,2024,26.7,71.4,0,0,195,240,246
2024-03-03,6,3,2024,27.2,57.9,0,1,180,246,177
2024-03-04,0,3,2024,14.8,64.8,0,0,170,177,193
2024-03-05,1,3,2024,16.4,73.2,0,0,177,193,176
2024-03-06,2,3,2024,33.4,65.1,0,0,84,176,200
2024-03-07,3,3,2024,24.7,58.5,1,0,186,200,237
2024-03-08,4,3,2024,30.5,63.4,0,0,165,237,240
2024-03-09,5,3,2024,25.2,63.7,0,0,227,240,238
2024-03-10,6,3,2024,25.2,59.4,0,1,180,238,178
2024-03-11,0,3,2024,32.5,61.1,0,0,144,178,196
2024-03-12,1,3,2024,20.9,89.0,0,0,178,196,196
2024-03-13,2,3,2024,25.8,73.4,0,0,148,196,238
2024-03-14,3,3,2024,21.3,60.6,0,0,194,238,220
2024-03-15,4,3,2024,21.5,75.5,0,0,188,220,263
2024-03-16,5,3,2024,22.5,60.0,0,1,208,263,213
2024-03-17,6,3,2024,26.8,82.6,0,0,156,213,201
2024-03-18,0,3,2024,21.2,70.5,0,0,181,201,189
2024-03-19,1,3,2024,35.0,63.4,0,0,139,189,230
2024-03-20,2,3,2024,17.8,71.7,0,1,201,230,191
2024-03-21,3,3,2024,23.5,41.4,0,0,195,191,248
2024-03-22,4,3,2024,21.5,48.1,0,0,194,248,217
2024-03-23,5,3,2024,36.6,47.1,0,0,180,217,235
2024-03-24,6,3,2024,26.6,67.1,0,0,192,235,219
2024-03-25,0,3,2024,33.3,91.0,0,0,228,219,171
2024-03-26,1,3,2024,13.1,98.5,1,0,171,171,186
2024-03-27,2,3,2024,27.1,74.6,0,0,184,186,173
2024-03-28,3,3,2024,32.1,72.5,0,0,147,173,223
2024-03-29,4,3,2024,25.7,38.0,0,0,153,223,227
2024-03-30,5,3,2024,33.5,56.9,0,0,182,227,293
2024-03-31,6,3,2024,20.9,53.2,0,0,213,293,180
2024-04-01,0,4,2024,36.3,55.7,0,0,172,180,193
2024-04-02,1,4,2024,43.4,62.5,0,0,172,193,193
2024-04-03,2,4,2024,22.1,57.9,0,0,167,193,211
2024-04-04,3,4,2024,21.4,35.3,0,0,163,211,226
2024-04-05,4,4,2024,36.6,76.2,0,0,188,226,230
2024-04-06,5,4,2024,37.6,48.9,0,0,135,230,264
2024-04-07,6,4,2024,20.8,68.6,0,1,218,264,162
2024-04-08,0,4,2024,21.6,96.1,0,0,160,162,206
2024-04-09,1,4,2024,22.7,51.2,0,1,201,206,154
2024-04-10,2,4,2024,14.2,27.0,0,0,141,154,213
2024-04-11,3,4,2024,17.7,60.7,0,0,200,213,224
2024-04-12,4,4,2024,17.0,81.5,0,0,200,224,224
2024-04-13,5,4,2024,18.9,94.4,0,0,191,224,247
2024-04-14,6,4,2024,24.7,46.6,0,0,150,247,214
2024-04-15,0,4,2024,26.9,72.5,0,0,187,214,212
2024-04-16,1,4,2024,37.4,58.0,0,1,144,212,174
2024-04-17,2,4,2024,17.0,63.4,0,0,172,174,224
2024-04-18,3,4,2024,32.9,104.7,0,0,210,224,224
2024-04-19,4,4,2024,23.3,42.5,0,0,203,224,222
2024-04-20,5,4,2024,24.6,68.8,0,0,180,222,221
2024-04-21,6,4,2024,30.4,72.0,0,0,150,221,185
2024-04-22,0,4,2024,16.0,81.3,0,0,199,185,221
2024-04-23,1,4,2024,28.1,66.5,0,1,180,221,171
2024-04-24,2,4,2024,26.3,69.6,0,0,110,171,230
2024-04-25,3,4,2024,28.9,59.1,0,0,203,230,230
2024-04-26,4,4,2024,27.3,69.0,0,0,179,230,243
2024-04-27,5,4,2024,44.6,59.9,0,0,216,243,243
2024-04-28,6,4,2024,19.9,74.3,0,0,147,243,137
2024-04-29,0,4,2024,20.8,59.5,0,0,84,137,177
2024-04-30,1,4,2024,20.0,70.7,0,0,188,177,217
2024-05-01,2,5,2024,20.6,64.6,0,0,188,217,183
2024-05-02,3,5,2024,19.9,81.9,0,0,129,183,249
2024-05-03,4,5,2024,34.5,64.2,0,1,150,249,237
2024-05-04,5,5,2024,36.4,38.4,0,0,262,237,257
2024-05-05,6,5,2024,20.4,83.9,1,0,170,257,210
2024-05-06,0,5,2024,18.3,51.4,0,0,201,210,174
2024-05-07,1,5,2024,28.8,55.2,0,0,160,174,161
2024-05-08,2,5,2024,20.6,56.1,0,0,117,161,244
2024-05-09,3,5,2024,30.1,85.6,0,0,174,244,213
2024-05-10,4,5,2024,26.6,33.0,0,0,172,213,211
2024-05-11,5,5,2024,12.9,112.1,0,0,168,211,213
2024-05-12,6,5,2024,37.4,80.8,0,0,176,213,199
2024-05-13,0,5,2024,39.4,68.3,0,0,187,199,219
2024-05-14,1,5,2024,20.1,64.2,0,1,175,219,229
2024-05-15,2,5,2024,21.9,69.3,0,1,142,229,204
2024-05-16,3,5,2024,27.3,72.8,0,0,194,204,181
2024-05-17,4,5,2024,27.7,74.7,0,0,121,181,219
